neutral_mturk,negative_mturk,positive_mturk,total,agree_mturk,sent_m,sent_c,sent_g,sent_l,neutral_sent,pos_sent,neg_sent,agree_sent,neutral_stan,pos_stan,neg_stan,agree_stan,stance_m,stance_c,stance_g,stance_l,agree_stance,stance_epfl,id_tweets,sentiment_gpt,explanation,prompt,tweet_id
4,2,3,9,neutral,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,436,neutral,is tweet is fact-based and does not express an opinion on the topic of vaccination.,5,1303420288189657e3
4,2,3,9,neutral,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,436,neutral,"e tweet does not express sentiment, but rather states a fact.",6,1303420288189657e3
4,2,3,9,neutral,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,436,negative,"he user expresses displeasure and dissatisfaction with the exclusion of Ontario’s opposition parties from the vaccine distribution rollout, which is a negative sentiment towards the vaccine.",7,1303420288189657e3
4,2,3,9,neutral,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,436,neutral,e tweet does not express an opinion of the user towards vaccination.,8,1303420288189657e3
3,0,0,3,neutral,positive,positive,neutral,neutral,50,50,0,0,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,456,neutral,,0,1423033755502010400
3,0,0,3,neutral,positive,positive,neutral,neutral,50,50,0,0,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,456,neutral,The sentiment expressed in this tweet does not indicate a positive or negative attitude towards vaccination; the user simply states that a commentator's joke related to Neymar getting a flu vaccine was funny.,1,1423033755502010400
3,0,0,3,neutral,positive,positive,neutral,neutral,50,50,0,0,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,456,neutral,e tweet sentiment is ambiguous and does not clearly express a positive or negative opinion of vaccination.,3,1423033755502010400
3,0,0,3,neutral,positive,positive,neutral,neutral,50,50,0,0,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,456,neutral,,40,1423033755502010400
3,0,0,3,neutral,positive,positive,neutral,neutral,50,50,0,0,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,456,neutral,"e user is joking about a situation involving a flu vaccine, but they don't express any specific sentiment towards vaccination itself. They are more focused on the humor of the situation than expressing a view on vaccines.",41,1423033755502010400
3,0,0,3,neutral,positive,positive,neutral,neutral,50,50,0,0,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,456,neutral,e tweet is a humoristic commentary on a person (not necessarily connected to the topic of vaccination) and does not express any sentiment towards vaccines or vaccinations. The mention of a flu vaccine is incidental and does not contribute to a positive or negative sentiment.,45,1423033755502010400
3,0,0,3,neutral,positive,positive,neutral,neutral,50,50,0,0,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,456,neutral,The sentiment expressed is not explicit and the tweet does not necessarily convey any positive or negative opinion about vaccination.,4,1423033755502010400
3,0,0,3,neutral,positive,positive,neutral,neutral,50,50,0,0,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,456,positive,he user is expressing humor and enthusiasm towards a flu vaccine and has a positive attitude towards it.,5,1423033755502010400
3,0,0,3,neutral,positive,positive,neutral,neutral,50,50,0,0,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,456,neutral,e user does not express a sentiment in the tweet.,6,1423033755502010400
3,0,0,3,neutral,positive,positive,neutral,neutral,50,50,0,0,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,456,negative,"he user expresses a sarcastic tone towards Neymar, implying he does not agree with getting vaccinated.",7,1423033755502010400
3,0,0,3,neutral,positive,positive,neutral,neutral,50,50,0,0,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,456,neutral,e tweet does not explicitly express any opinion or sentiment towards vaccination.,8,1423033755502010400
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,429,positive,,0,1223253105535524900
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,429,positive," The tweet expresses a positive sentiment regarding vaccination by noting that 285,000 children in Sao Paulo were vaccinated against infantile paralysis in three hours.",1,1223253105535524900
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,429,neutral,"is tweet is objective in reporting the news about the São Paulo state vaccinating 285,000 children against infantile paralysis.",3,1223253105535524900
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,429,positive,,40,1223253105535524900
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,429,neutral,"e tweet is simply sharing information about a vaccination event in São Paulo, without expressing any personal sentiment.",41,1223253105535524900
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,429,neutral,e user is sharing a news about vaccination campaign against children's paralysis in São Paulo. The text itself does not express any personal sentiment towards vaccination.,45,1223253105535524900
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,429,positive,"he tweet is expressing a positive sentiment towards vaccination, as it reports on the success of vaccinating 285,000 children against infantile paralysis in São Paulo in three hours.",4,1223253105535524900
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,429,neutral,"is tweet does not express a sentiment regarding vaccination, rather it is factual and objective information about a vaccination program.",5,1223253105535524900
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,429,positive,"he user is expressing hope and anticipation towards a vaccine, wishing for it to be successful and accessible for all without any hurdle in order to achieve a healthy recovery from COVID-19.",6,1223253105535524900
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,429,negative,"he user expresses their displeasure and anger towards Novak Djokovic, a known anti-vaxxer, for not social distancing during the event and potentially spreading the virus, thereby undermining the importance of vaccinations.",7,1223253105535524900
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,429,positive,he user expresses hope towards the vaccine being effective and accessible to all.,8,1223253105535524900
3,0,0,3,neutral,negative,neutral,neutral,neutral,75,0,25,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,369,negative,,0,1350746262232993800
3,0,0,3,neutral,negative,neutral,neutral,neutral,75,0,25,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,369,negative, The user expresses frustration with the vaccine mandate resulting in school bus route cancellations in Seattle.,1,1350746262232993800
3,0,0,3,neutral,negative,neutral,neutral,neutral,75,0,25,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,369,neutral,e tweet is factual in nature and does not express any opinion or sentiment regarding vaccination.,3,1350746262232993800
3,0,0,3,neutral,negative,neutral,neutral,neutral,75,0,25,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,369,negative,,40,1350746262232993800
3,0,0,3,neutral,negative,neutral,neutral,neutral,75,0,25,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,369,neutral,e user does not express any personal opinion or emotion towards vaccination in this tweet. They're simply sharing a piece of news about the impact of vaccine mandates on school bus routes in Seattle. The hashtags used also do not specify a sentiment towards vaccination.,41,1350746262232993800
3,0,0,3,neutral,negative,neutral,neutral,neutral,75,0,25,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,369,neutral,e tweet is simply providing factual information about school bus routes being cancelled due to vaccine mandates. The user isn't expressing any personal sentiment or emotion towards vaccines or vaccinations.,45,1350746262232993800
3,0,0,3,neutral,negative,neutral,neutral,neutral,75,0,25,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,369,neutral,e user does not express any sentiment regarding vaccination in this tweet.,4,1350746262232993800
3,0,0,3,neutral,negative,neutral,neutral,neutral,75,0,25,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,369,neutral,e tweet does not express a sentiment for or against vaccination.,5,1350746262232993800
3,0,0,3,neutral,negative,neutral,neutral,neutral,75,0,25,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,369,neutral,"e tweet does not express any sentiment regarding the vaccine mandate, but rather provides factual news.",6,1350746262232993800
3,0,0,3,neutral,negative,neutral,neutral,neutral,75,0,25,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,369,negative," The user expresses their frustration with the vaccine mandate which could be seen as opposition against the vaccine, indicating a negative sentiment towards the vaccine.",7,1350746262232993800
3,0,0,3,neutral,negative,neutral,neutral,neutral,75,0,25,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,369,neutral,e tweet is purely informational and does not express an opinion about vaccination.,8,1350746262232993800
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,508,positive,,0,1294884289192923100
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,508,positive," The tweet includes a positive statement about a pro-vaccine rally, and does not suggest any negative sentiment towards vaccines.",1,1294884289192923100
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,508,neutral,e tweet does not express a sentiment either for or against the concept of vaccination.,3,1294884289192923100
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,508,neutral,,40,1294884289192923100
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,508,neutral,e tweet is simply stating information about an event and doesn't express an opinion or sentiment towards vaccination.,41,1294884289192923100
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,508,neutral,"e tweet is just stating a fact that the user is live at a pro-vaccine rally, without expressing any personal sentiment or opinion towards vaccines.",45,1294884289192923100
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,508,neutral,"is tweet does not express a sentiment regarding vaccination, but is merely reporting on an event.",4,1294884289192923100
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,508,neutral,is tweet does not express an opinion either for or against vaccination.,5,1294884289192923100
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,508,neutral,e tweet does not express any sentiment regarding vaccination.,6,1294884289192923100
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,508,negative,"he tweet is expressing frustration, anger and judgement towards those who support the use of a vaccine rather than using more neutral language.",7,1294884289192923100
3,0,0,3,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,positive,neutral,neutral,0,neutral,508,neutral,e tweet is a news item which does not express a stance of the user towards vaccination.,8,1294884289192923100
2,1,8,11,positive,neutral,neutral,negative,negative,50,0,50,0,25,75,0,1,neutral,positive,positive,positive,0,positive,165,neutral,,0,1001818061450559500
2,1,8,11,positive,neutral,neutral,negative,negative,50,0,50,0,25,75,0,1,neutral,positive,positive,positive,0,positive,165,negative," The tweet expresses negative sentiment towards the lack of trust in the vaccine, indicating that the government and pharmaceutical companies have a lot of work to do beyond making the vaccine available.",1,1001818061450559500
2,1,8,11,positive,neutral,neutral,negative,negative,50,0,50,0,25,75,0,1,neutral,positive,positive,positive,0,positive,165,neutral,e sentiment expressed by the user is neither positive nor negative as the user simply states that there is a lack of trust and the government and pharma have work to do beyond making the vaccine available.,3,1001818061450559500
2,1,8,11,positive,neutral,neutral,negative,negative,50,0,50,0,25,75,0,1,neutral,positive,positive,positive,0,positive,165,negative,,40,1001818061450559500
2,1,8,11,positive,neutral,neutral,negative,negative,50,0,50,0,25,75,0,1,neutral,positive,positive,positive,0,positive,165,negative,"he user expresses a negative sentiment towards vaccination. This is clear from the statement, ""A good 34.6% prefer not to take any vaccine - clearly indicates lack of trust."" The user implies a lack of confidence in the vaccine, suggesting that the pharmaceutical industry and government have work to do to build trust.",41,1001818061450559500
2,1,8,11,positive,neutral,neutral,negative,negative,50,0,50,0,25,75,0,1,neutral,positive,positive,positive,0,positive,165,neutral,e user is sharing survey results about COVID-19 vaccine preferences. This tweet is factual and does not express a personal sentiment or emotion towards the vaccines.,45,1001818061450559500
2,1,8,11,positive,neutral,neutral,negative,negative,50,0,50,0,25,75,0,1,neutral,positive,positive,positive,0,positive,165,neutral,"e sentiment expressed in the tweet is informational and does not directly express an opinion, either positive or negative, about the vaccines.",4,1001818061450559500
2,1,8,11,positive,neutral,neutral,negative,negative,50,0,50,0,25,75,0,1,neutral,positive,positive,positive,0,positive,165,negative,"he user indicates a lack of trust in the vaccine, suggesting that people should not take it.",5,1001818061450559500
2,1,8,11,positive,neutral,neutral,negative,negative,50,0,50,0,25,75,0,1,neutral,positive,positive,positive,0,positive,165,negative,he user expresses a lack of trust in the availability of the vaccine and implies a negative sentiment towards the current situation.,6,1001818061450559500
2,1,8,11,positive,neutral,neutral,negative,negative,50,0,50,0,25,75,0,1,neutral,positive,positive,positive,0,positive,165,negative,"he user expresses distrust of the vaccines that are currently available and mistrust of pharmaceutical companies and government roles in making the vaccine available, implying that they do not believe that the vaccine will be beneficial.",7,1001818061450559500
2,1,8,11,positive,neutral,neutral,negative,negative,50,0,50,0,25,75,0,1,neutral,positive,positive,positive,0,positive,165,neutral,e tweet is factually accurate and does not take any stance on the user's opinion towards the vaccine.,8,1001818061450559500
4,0,8,12,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,191,positive,,0,898346509841834e3
4,0,8,12,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,191,positive," The user expresses excitement about the Oxford Covid vaccine trials, which suggests a positive sentiment towards vaccination.",1,898346509841834e3
4,0,8,12,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,191,neutral,"e text of the tweet does not express any opinion about the vaccine, and only provides factual information about the Oxford Covid vaccine trial.",3,898346509841834e3
4,0,8,12,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,191,neutral,,40,898346509841834e3
4,0,8,12,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,191,neutral,e sentiment is neutral as the user is only sharing information about the Oxford Covid vaccine trials without expressing any personal feelings or opinions towards vaccination.,41,898346509841834e3
4,0,8,12,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,191,neutral,e tweet is merely mentioning about Oxford Covid vaccine trials without expressing any personal sentiment or emotion towards vaccines or vaccinations.,45,898346509841834e3
4,0,8,12,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,191,neutral,e tweet is factual in nature and does not express an opinion about the vaccine.,4,898346509841834e3
4,0,8,12,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,191,neutral,e tweet is factual and does not express a sentiment towards vaccination.,5,898346509841834e3
4,0,8,12,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,191,neutral,is tweet is not expressing sentiment either for or against vaccination but rather presents a factual statement about the Oxford Covid vaccine trials.,6,898346509841834e3
4,0,8,12,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,191,neutral,"e tweet does not express a sentiment towards vaccination, but rather provides factual information related to Oxford's Covid vaccine trials.",7,898346509841834e3
4,0,8,12,positive,neutral,neutral,neutral,neutral,100,0,0,1,100,0,0,1,neutral,neutral,neutral,neutral,1,neutral,191,neutral,e tweet provides factual information about the status of the Oxford Covid vaccine trials but does not express a sentiment either for or against vaccination.,8,898346509841834e3
4,0,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,246,positive,,0,913779464416387100
4,0,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,246,positive, The user expresses positive sentiment about the work being done to get the coronavirus vaccine approved. The tweet text conveys an optimistic tone about the progress being made by Oxford scientists.,1,913779464416387100
4,0,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,246,neutral,"ile the tweet contains a factual statement about the efforts of Oxford scientists to get a coronavirus vaccine approved, it is objectively presented and does not express an opinion either way.",3,913779464416387100
4,0,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,246,neutral,,40,913779464416387100
4,0,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,246,neutral,e tweet is simply informing about the steps being taken by Oxford scientists to get their coronavirus vaccine approved. It neither expresses a favorable nor unfavorable opinion or emotion towards vaccination.,41,913779464416387100
4,0,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,246,neutral,"e user is simply sharing a headline about the final steps Oxford scientists are taking to get their coronavirus vaccine approved, which is a factual statement with no personal sentiment expressed towards vaccination.",45,913779464416387100
4,0,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,246,neutral,is tweet is reporting factual information without expressing a sentiment.,4,913779464416387100
4,0,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,246,neutral,"is is a factual statement about the actions taken by Oxford scientists to get their coronavirus vaccine approved, and does not express sentiment in either direction.",5,913779464416387100
4,0,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,246,neutral,e tweet does not express a sentiment regarding vaccination; it is purely reporting factual information about the steps required for approval of the Oxford scientists' coronavirus vaccine.,6,913779464416387100
4,0,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,246,neutral,is tweet is factual and does not demonstrate a sentiment regarding vaccination.,7,913779464416387100
4,0,6,10,positive,neutral,neutral,neutral,neutral,100,0,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,246,neutral,e tweet does not express any sentiment nor opinion of the user towards vaccination.,8,913779464416387100
3,0,0,3,neutral,neutral,neutral,neutral,negative,75,0,25,1,50,0,50,0,negative,neutral,neutral,negative,0,negative,635,negative,,0,999008356244316200
3,0,0,3,neutral,neutral,neutral,neutral,negative,75,0,25,1,50,0,50,0,negative,neutral,neutral,negative,0,negative,635,negative," The tweet implies that the vaccine was ineffective in monkeys, which implies that it is likely to be ineffective in humans as well, creating a negative sentiment towards the experimental vaccine.",1,999008356244316200
3,0,0,3,neutral,neutral,neutral,neutral,negative,75,0,25,1,50,0,50,0,negative,neutral,neutral,negative,0,negative,635,neutral,e tweet is reporting on a fact-based news story and does not indicate a sentiment either way.,3,999008356244316200
3,0,0,3,neutral,neutral,neutral,neutral,negative,75,0,25,1,50,0,50,0,negative,neutral,neutral,negative,0,negative,635,negative,,40,999008356244316200
3,0,0,3,neutral,neutral,neutral,neutral,negative,75,0,25,1,50,0,50,0,negative,neutral,neutral,negative,0,negative,635,negative,"he user is expressing criticism or skepticism towards the trial TB vaccine by pointing out that it 'did not work on monkeys', implying their doubt about its effectiveness on humans.",41,999008356244316200
3,0,0,3,neutral,neutral,neutral,neutral,negative,75,0,25,1,50,0,50,0,negative,neutral,neutral,negative,0,negative,635,neutral,"e tweet is factual and objective, reporting on a study from Oxford University about a TB vaccine trial. There is no sentiment regarding vaccinations expressed by the user.",45,999008356244316200
3,0,0,3,neutral,neutral,neutral,neutral,negative,75,0,25,1,50,0,50,0,negative,neutral,neutral,negative,0,negative,635,neutral,"is tweet is a factual statement about a scientific trial, and does not express the sentiment of the user.",4,999008356244316200
3,0,0,3,neutral,neutral,neutral,neutral,negative,75,0,25,1,50,0,50,0,negative,neutral,neutral,negative,0,negative,635,neutral,is tweet is news or factual and does not convey sentiment either way.,5,999008356244316200
3,0,0,3,neutral,neutral,neutral,neutral,negative,75,0,25,1,50,0,50,0,negative,neutral,neutral,negative,0,negative,635,neutral,"e tweet does not express a sentiment about the vaccine, but rather provides factual information about an Oxford University vaccine trial.",6,999008356244316200
3,0,0,3,neutral,neutral,neutral,neutral,negative,75,0,25,1,50,0,50,0,negative,neutral,neutral,negative,0,negative,635,neutral,is tweet is reporting a factual finding without expressing a sentiment or opinion either positive or negative.,7,999008356244316200
3,0,0,3,neutral,neutral,neutral,neutral,negative,75,0,25,1,50,0,50,0,negative,neutral,neutral,negative,0,negative,635,neutral,"e tweet does not express any sentiment or opinion regarding vaccination one way or the other, merely sharing factual information.",8,999008356244316200
3,0,0,3,neutral,neutral,neutral,neutral,positive,75,25,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,24,neutral,,0,951121916944879600
3,0,0,3,neutral,neutral,neutral,neutral,positive,75,25,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,24,neutral,"The tweet does not express an opinion on the topic of vaccination, but instead provides information about a study regarding vaccine immune response.",1,951121916944879600
3,0,0,3,neutral,neutral,neutral,neutral,positive,75,25,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,24,neutral,is tweet provides information about the scientific research regarding a vaccine without expressing a sentiment.,3,951121916944879600
3,0,0,3,neutral,neutral,neutral,neutral,positive,75,25,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,24,neutral,,40,951121916944879600
3,0,0,3,neutral,neutral,neutral,neutral,positive,75,25,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,24,neutral,e tweet is sharing scientific information about vaccine immune responses and does not express an opinion or sentiment towards vaccination.,41,951121916944879600
3,0,0,3,neutral,neutral,neutral,neutral,positive,75,25,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,24,neutral,"e tweet shares information about a study related to the immune response of a vaccine, but does not express any personal sentiment or opinion about vaccination.",45,951121916944879600
3,0,0,3,neutral,neutral,neutral,neutral,positive,75,25,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,24,neutral,is tweet is purely factual and objective and does not express a sentiment regarding vaccination.,4,951121916944879600
3,0,0,3,neutral,neutral,neutral,neutral,positive,75,25,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,24,neutral,"The tweet does not express any opinion regarding the vaccine, simply presenting factual information.",5,951121916944879600
3,0,0,3,neutral,neutral,neutral,neutral,positive,75,25,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,24,neutral,is tweet is factual in nature and does not express any sentiment regarding vaccination.,6,951121916944879600
3,0,0,3,neutral,neutral,neutral,neutral,positive,75,25,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,24,neutral,"e tweet does not express a sentiment, rather it is a statement of fact.",7,951121916944879600
3,0,0,3,neutral,neutral,neutral,neutral,positive,75,25,0,1,50,50,0,0,neutral,positive,neutral,positive,0,neutral,24,neutral,e tweet does not contain an opinion on vaccination.,8,951121916944879600
5,0,0,5,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,378,positive,,0,1215664232085110800
5,0,0,5,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,378,positive, The tweet is expressing the launch of the Intensified Mission Indradhanush (IMI) program with a goal of 90 per cent vaccine coverage by the end of 2018. This sentiment is positive because it is expressing optimism and enthusiasm about the program and its potential to increase access to vaccines.,1,1215664232085110800
5,0,0,5,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,378,neutral,"e tweet does not express any sentiment either for or against vaccination, simply providing an objective news update.",3,1215664232085110800
5,0,0,5,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,378,neutral,,40,1215664232085110800
5,0,0,5,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,378,neutral,"e tweet is simply stating a fact about PM Modi launching a program for vaccine coverage, without expressing any personal opinions or emotions towards vaccination.",41,1215664232085110800
5,0,0,5,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,378,neutral,is tweet is merely sharing a factual information that PM Modi has launched a mission for 90 percent vaccine coverage by the end of 2018. There isn't any personal sentiment or opinion about vaccines expressed in this tweet.,45,1215664232085110800
5,0,0,5,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,378,positive,"he tweet expresses support for the launch of the Intensified Mission Indradhanush (IMI) initiative by Prime Minister Modi, which is focused on increasing the number of children vaccinated against various diseases, thus expressing a positive sentiment towards vaccination.",4,1215664232085110800
5,0,0,5,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,378,neutral,"is tweet does not express an opinion towards the vaccination, but is simply reporting on news regarding the launch of a vaccination program.",5,1215664232085110800
5,0,0,5,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,378,neutral,"is tweet does not express any sentiment regarding vaccinations, instead it is simply providing information about the Intensified Mission Indradhanush initiative.",6,1215664232085110800
5,0,0,5,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,378,neutral,"is tweet is factual and objective, and does not express an opinion about vaccination.",7,1215664232085110800
5,0,0,5,neutral,neutral,neutral,neutral,neutral,100,0,0,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,378,positive,he tweet expresses hope that the Intensified Mission Indradhanush (IMI) launched by PM Modi will have a positive impact in terms of vaccine coverage and the user encourages such an initiative.,8,1215664232085110800
3,0,0,3,neutral,neutral,neutral,neutral,negative,75,0,25,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,258,neutral,,0,967785766951714800
3,0,0,3,neutral,neutral,neutral,neutral,negative,75,0,25,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,258,neutral,"The tweet does not express any particular sentiment regarding vaccination, merely asking the user if they feel comfortable leaving the house without a mask.",1,967785766951714800
3,0,0,3,neutral,neutral,neutral,neutral,negative,75,0,25,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,258,neutral,"This tweet does not express a sentiment regarding vaccination, but rather presents factual information about current mask requirements in Michigan.",3,967785766951714800
3,0,0,3,neutral,neutral,neutral,neutral,negative,75,0,25,1,75,25,0,1,neutral,neutral,neutral,positive,0,neutral,258,neutral,,40,967785766951714800
